Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
yeah don’t think dressing provocatively going help hereoh god please take,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
worked ooh baby baby baby ooh baby baby baby,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
must fireball bed,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative,"Girls / Girls / Boys, MONEY, Houdini (feat. Swarmz & Tion Wayne)"
can’t believe she’s asleep got goto sleep actual magical powers,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh god got stop crying,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Blinding Lights, Adventure of a Lifetime, Savage Love (Laxed - Siren Beat)"
official baby crier stopper,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
that’s new job day night starts crying need youhere,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Wrong, Demons, Politik"
okay listen i’m gonna go lay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
shhh got go sleep,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, A Million Dreams, Pumped Up Kicks"
ah little thing joey think bad seehim,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Negative,"Don't Panic, Take on Me, Dusk Till Dawn (feat. Sia) - Radio Edit"
rach,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
wanna sleep wanna eat wanna take shower mean shewakes gotta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Pull Me Under, The Hardest Part, Far Too Young to Die"
mean got news mister emma easy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
know ah i’ve thinking gotta tell yait’s fault it’s natural instinct,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
chandler monicas apartment chandler monica looking papers,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"In Waves, Unsainted, Psychosocial"
knowgod havent seen savings take hit like since kid came doublestuffed oreos happened money,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
im sure im inclined blame enron,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
guess internship spending bringing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
maybe quit get job pays,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Killing In The Name, New Rules, Middle Of A Breakup"
know know think making big deal ok pay bills little late month maybe next month cut back things maybe start eating joeys refrigerator change youre chef make backing soda beer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
ok worse case scenario iswe borrow money parents,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Whatever It Takes, Whatever It Takes, It's My Life"
borrowing money,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
dont bings theres one thing father taught well always knock going pool house thing never borrow money,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, The Pot, Animals"
phoebes apartment mike phoebe seem finished watching movie television,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
havent home couple days need get clothes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Pull Me Under, The Hardest Part, Far Too Young to Die"
ohyou dont go something fit,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
put tube top joke,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
want stay ive gone bad much use boxers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Negative,"Pull Me Under, The Hardest Part, Far Too Young to Die"
dont turn inside ou,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
ill miss,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative,"Plastic Heart, November Rain, Sleepwalking"
mean hate going back apartment partly live known crack den mostly im really miss want move together,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,Negative,"Die For You, Setting Fires, Mr. Brightside"
ive always wanted live guy pick socks put toilet seat sex anymore gonna fun,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative,"Sunrise, Blinding Lights, Body Moves"
listeni need know im ask never get back chandler,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Don't Threaten Me with a Good Time, Paranoid - 2012 - Remaster"
aww dont know monica yknow erm lending friends money always mistake,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Build God, Then We'll Talk, Schism, The Sound of Silence"
chandler lent money,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
think would tell mistake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
come oni need rent andand bills,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, Ain't No Rest for the Wicked, I Bet My Life"
ohhow much,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative,"Don't Panic, Into the Unknown - Panic! At The Disco Version, Take on Me"
two thousand dollars think soap opera star,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
oowhats bag,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative,"Play with Fire (feat. Yacht Money), 2 MUCH (feat. 24hrs), Collar Full"
oh er well know emma started crawling realised place unsafe baby went store got stuff babyproof apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Not Afraid, Hall of Fame (feat. will.i.am), Lose Yourself"
ohbabyproofing big deal yknow kid like whoops joey fell stairs er whoops joey electrocuted huh,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Negative,"Nearly Witches (Ever Since We Met...), Chop Suey!, Bad Liar"
anyway erm going get handyman install stuff,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
monicawould please tell joey pig,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
youre pig cant,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
wha come found hardware store,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
central perk ross chandler monica sitting couch phoebe mike enters,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
im gonna go bathroom,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
okay well put toilet seat,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
uh huhwere playing two,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
dont tell dont,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
phoebe idea conventional,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
know guess oh god load volvo want soccer mom,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
dont meangroomy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Bleed"
joeys apartment rachel fiddling drawer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
central perk chandler sits couch joey sits round table,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Calm Down, Young Dumb & Broke, Heaven and Hell - 2008 Remaster"
listen eri need ask favor cant tell monica anything,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heaven and Hell - 2008 Remaster"
thought didnt secrets monica,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
mean know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
err figured know mean youre working economy bad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
anyway err need borrow money,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh sure much two thousand dollars,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
cant believe tell money problems,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
oh wasnt wasnt money problems something,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
would get two thousand dollars wouldnt tell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Bleed"
excuse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
boob job,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
dont want get boob job thats crazy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
phoebes apartment phoebe mike packing stuff,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
well hey wanna ask monicas little groomy joke,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative,"Cotton Eye Joe, LA Devotee, Take on Me"
get joke sophisticated thing wanna say maybe talked us living together youre expecting proposal right,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
mean,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
first marriage know disaster kind lost faith whole idea,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative,"All We Know, Don't Let The Light Go Out, Middle Of A Breakup"
really bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
one point near end deliberately defecated,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
ok well thats bad dont think might different someone else perhaps blonde always uses toilet except ocean,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
look would marry certain first time got married would last forever totally wrong,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
look phoebe never wanna get married,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
im sorry ok cause notmaybe us moving together isnt best idea,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Heathens"
definitely dont wanna get married wanted make sure didnt want whew coz know move start changing mind theres gonna hell pay mister,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative,"Monster, Paranoid - 2012 - Remaster, Nightmare"
trust never,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative,"Whatever It Takes, It's My Life, Whatever It Takes"
joeys apartment rachel flipping magazines handyman installing things monica enters,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"In Waves, Unsainted, Psychosocial"
gave decided call someone,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
yeah dont know kidding barely use chopsticks,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
dont look never get jokes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
oh nodont thank thank know theres one thing would change one single thing definitely two single things,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Young Dumb & Broke, Hold, Yellow"
ok youre wierd want sex something bad,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
well yes yes look nice mean face looks nice want compliment body meani wouldnt change specifically wouldnt want anything get bigger,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
mean wouldnt want part get bigger would dont answer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative,"Painkiller, Chop Suey!, Bad Liar"
thought dude couldnt get wierder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
know think worried getting bigger,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Bleed"
dont know mean brought,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
oh god trying get pregnant hes probably starting freak fact body going change,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative,"Heaven and Hell - 2008 Remaster, Paranoid - 2012 - Remaster, Monster"
heard bigger youre perfect dont get bigger oh god sounded like high school wrestling coach know im going talk chandler,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Negative,"Animals, Needled 24 / 7, Viva Las Vengeance"
listen wanted ask something marriage,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative,"Smooth Criminal - 2012 Remaster, I Dunno (feat. Dutchavelli & Stormzy), Dance Off (feat. Idris Elba & Anderson .Paak)"
oh great youre seeking make jokes mean see hanging come home,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
noi really wanted know feel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative,"Kaer Morhen, Hotel California - 2013 Remaster, Disintegration - 2010 Remaster"
never,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
never,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Skyfall, ♾"
want want tell marriage isnt really big deal know wont wont missing anything marriage stinks,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
yeah marriage stinks mean wanna see man gain weight woman stop shaving get married,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., All We Know, Killing In The Name"
im sorry look dont think thats wanna hear right cant help love marriage,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative,"Done for Me (feat. Kehlani), I Bet My Life, Middle Of A Breakup"
seriously divorceo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"Middle Of A Breakup, I Bet My Life, Ain't No Rest for the Wicked"
call name prefer ross divorcer cooler look,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
divorcer rescue,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
cooler,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
yeah hurt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"I Bet My Life, Middle Of A Breakup, Ain't No Rest for the Wicked"
joeys apartment joey enters carrying tub ice cream sets table takes jacket struggles drawer cannot opened,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
honey dont,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative,"Location, Sarah Smiles, Really Love (feat. Craig David & Digital Farm Animals)"
argh fascist,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
well breasts going get bigger weather like know breasts ass going get bigger,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"The Pot, American Idiot, Symphony Of Destruction - Remastered 2012"
ass,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative,"B.Y.O.B., Radioactive, Unsainted"
god would want,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Negative,"Schism, The Sound of Silence, I Don’t Wanna Live Forever (Fifty Shades Darker)"
oh god chandler cant handle going like hospital blood screaming little present thats shooting,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Negative,"Raining Blood, Monster, B.Y.O.B."
joeys apartment hes prying open drawer crowbar avail monica rachel chandler enter,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Negative,"Viva Las Vengeance, Bleed, Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off"
joey tell chandler monica getting boob job,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative,"Friction, Symphony Of Destruction - Remastered 2012, In Waves"
joey chandler knows borrowed money,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Don't Threaten Me with a Good Time, Paranoid - 2012 - Remaster"
mmmm hmm boob job,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
overjoe,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative,"Eye For an Eye, Rolling in the Deep, Hurricane"
ok im four thousand dollars nobodys boobs getting bigger,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
well know day coffeehouse caught whole soccer mom thing really mean honestly picture volvo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
awfully boxy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
dont know youd bored marriage mean normal,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bad Liar, Nearly Witches (Ever Since We Met...), Toxicity"
uh huh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Panic, Kaer Morhen, Free Bird - Edit"
well erclimbed four flights stairs manueveored narrow hallway dodged rabid pitbul last three feet gets really tricky,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Negative,"goosebumps, Blood and Thunder, Don't Threaten Me with a Good Time"
know sometimes words hurt,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative,"Somebody That I Used To Know, The Hills, I Don’t Wanna Live Forever (Fifty Shades Darker)"
one last time erm marriage thing theres wiggle room none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
dont want get married either right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
aaaaand hernia,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
havent exactly normal life never really felt missing anything feels turn regular stuff,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Negative,"Calm Down, It's Time, Rewrite The Stars"
wanna get married didnt say something,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
didnt know much wanted love wanted live,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Negative,"PILLOWTALK, Him & I, Really Love (feat. Craig David & Digital Farm Animals)"
dont think ok move didnt know gonna happen cant move knowing nothing ever gonna happen,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
least try living together mean might change mind marriage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative,"Royals, It's My Life, Whatever It Takes"
neither think need someone wants want,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Negative,"Mr. Brightside, Way down We Go, Someone You Loved"
dont want end,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative,"Plastic Heart, November Rain, Sleepwalking"
dont want end either,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Negative,"PILLOWTALK, Die For You, Free Bird - Edit"
cant believe gonna end guess ill stuff packed,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Negative,"Everyday Life, Daddy, Wake Me up When September Ends"
im sorry pheebs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative,"Don't Let The Light Go Out, Somebody That I Used To Know, Nothing Else Matters"
joeys apartment joey struggling fridge finally gets open falls floor,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
nono,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative,"Toxicity, Build God, Then We'll Talk, Bad Liar"
i’m soapie,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
oh god oh god can’t go i’m gonna nervous,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
kinda noise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
high pitched intimidating noise,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Negative,"Heaven and Hell - 2008 Remaster, Sign of the Times, Raining Blood"
mr morse need talk midterm exam i’m afraidii fail,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"Cirice, Sign of the Times, Middle Of A Breakup"
well need 60 pass…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative,"Bleed, Bad Liar, Toxicity"
nono it’s whatwhat happened ned,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative,"Toxicity, Bleed, Chop Suey!"
well i’m sorry thatthat’s really problem,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Royals, Astronaut In The Ocean"
oh god guy counter totally checking,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
i’m saying get number case chandler inan accident can’t perform sexually would want take lover tosatisfy needs longer fulfill,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Negative,"Cirice, Sign of the Times, Demons"
yeah maymaybe don’t tell anyone,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative,"New Rules, Don't Threaten Me with a Good Time, Paranoid - 2012 - Remaster"
