Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
ohh best,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ahh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
guys yay,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
pancho vila,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey wet pants,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
whoa kind party,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
ross walking around like since plane ican—you,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
ugh,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
thats like third time ladys machine playing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
oooohhh ill bet shes one people,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
mmmole people,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
nono lurker,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
oh whats lurker,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
okay youre playing machine hasnt paid lurker waitsfor give then…,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
kills,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
swoop steal jackpot,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
ohhh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
uhhmm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
nana used thats paid dance—karatelessons,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Negative
dance karate,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
wont come,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh god rachrach areareare sure,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
actually took drew back,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
right heyhey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey listen uh talked chandler sorry movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
dont sorry dont need anymore found identical handtwin,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
identical hand twin person whose hands exactly like mine thisthing gold mine,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
thats gonna make money,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
okay well thats feel fine none get livewith great big handshaped mansion except uh pheebs live thethumb,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
wait chandler,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
look like im going home,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah wanted make dramatic scene hate packing,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
guy,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive
dont know hands guy washere went bathroom,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
busy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
else say,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
ross,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Positive
oh come rach itsits bad,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
ross human doodle,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
look idiot drew face doesnt mean shouldnthave fun okay besides heyheyhey one even gonna,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
really like macadamia nuts huh,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ohh made,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yeah couldnt mad long,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ohh get room,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
one,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know use,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
excuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Positive
ohho yeah yeah hand guy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
nothing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look given gift okay something withit likelike hand modeling huh oror magic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh god im starting look like great aunt muriel,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Positive
hit,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
bet 20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yes iveive never seen roll like life,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thats right baby okay want,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay ah umm ah 8 ah 6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
pick number,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
8 8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
get one buy everybody steak dinner,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
yay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
noo,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
okay good okay want,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ahh ooh try hard 8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
two fours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh thats lunch rich—me neither okay doi want,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
another hard 8,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
hard 8 call easy 8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
go come roll,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
rollroll,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
say,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
roll another hard eight get married tonight,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Negative
serious,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
yes love ive never loved anybody much love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
ive never loved anybody much love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
okay eight comes take sign itwhoa heard matthew perry talking signs las vegas iguess mustve movie saw say,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Negative
okay come lets go right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
went table,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
right,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
could four five call,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
four,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
think,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah everyone lurk im gonna lurk first move onto someone else im gonna one step ahead every single time ill beon ass every hour every day til monday thats go home doyou leave,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
also monday,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
time maybe share cab,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
looklooklook guys need help okay someone going haveto convince hand twin cooperate,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
im doin good baby doin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohh heres macadamia nut,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
ohhh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
oops right want,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wanna get room yknow i…i really miss downstairs,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Negative
okay yknow theres one way im leaving hotel room,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well hello im ross,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
good luck ya,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
finally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
quarter,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
quarter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
talk dinner,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay lady youre,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
cant arrest wont go back wont go back tothat hell hole,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
im taking outside,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay come cant get married get something old somethingnew something borrowed something blue,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
youre efficient love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
nonono need something old,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ohh great condom wallet ive since twelve,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Positive
thatll work,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
dont think,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
okay need something borrowed,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
thats stealing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
wellwell bring back put dress,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
gonna play,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
cant sit youre gonna play,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh god may say two gentlemen exact samehands theyre identical ive never seen anything like business world,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
stop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
uhh ms phalange may ask question impartial person atatthis table,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
please stop,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
wouldnt pay good money see identical hands showcased sometype uh entertainment venue,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
threw phoebe im ms regina phalange phalange,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hello one marriage please,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yep wanna get married,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
well theres service progress seat,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh thats,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
thats graduation song,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive
realize four weeks today we’re getting marriedfour weeks baby four weeks,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
realize get louder week,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
there’s still much written vows yet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
sweetie know sense humor comes wedding,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
right uh written yet,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
know exactly i’m going say,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
happen know i’m going say,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
well carol promised never love another woman day idie made promise,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Positive
i’m pathetic monica knows wants say youshould’ve seen writing writing writing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
monica,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
emergency,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
well like pretty little drawing wedding dress,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
thank,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
eyes,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive
well don’t start something simple like ummmonica moment met,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Negative
yeah i’m sure,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
everyone chandler,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
hi im rosss little sister,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay okay okay umm maybe start chandler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
right there’s nuclear holocaust i’m last man onearth would go,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
ennnh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ooh allowed lie vows,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
it’s kind important one,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh y’knowy’know looking upside,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
oh got saying something like monica…,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
…when look back time together…,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
well can’t everything look back time together,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh look twins hi guys oh cute cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
fair dont even one come get two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
youll get one,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh yeah,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
right ill tell 40 neither one us aremarried say get together one,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
wont married im 40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
oh meant hypothetically,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ok hypothetically wont married im 40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
something fundamentally unmarriable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
nice try,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
look monica…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
going work,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
great love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
nothing said said youre great,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
said loved cant believe,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Positive
didnt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
yes,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
dont stop stop stop stop,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
y’know thinking uh unpack,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
stuff would,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well stuff,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
you’d going back forth time mean itdoesn’t make sense,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
okay lived together understand i’msaying,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wanted surprise,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
yes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey guys,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh helping chandler write vows kicked us becausejoey kept making inappropriate suggestions,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
monica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
how’s monica coming along vows,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well let’s say she’s lucky sweet ass‘cause she’s good writing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
can’t believe four weeks they’re gonna married,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
well let’s hope works y’know nine tenmarriages end divorce,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Negative
phoebe that’s true,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah you’re right how’s mrs,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
can’t believe they’ve together three years,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Negative
believe seems like less hid us long,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
hey im comin,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ive long hard day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ahh im gonna go get chicken want,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ahh thanks chicken byebye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay im sorry wouldnt leave kept asking aboutchicken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
chicken could eat chicken,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hey joe,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah get 3piece cole slaw beans,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
don’t know didn’t tell us,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
know mean it’s like weren’t cool,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yes cannot tell anyone one knows,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
happened london,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
reason didnt tell anyone didnt want make abig deal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
big deal tell someone,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
nonononono cant,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
please please dont want deal telling everyone okayjust promise wont tell,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
right man unbelievable,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
know know know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
yes know joey knows ross doesnt know stopscreaming,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
nothing oh god excited want get thisapartment,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
okay know know dont know rachelknows,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
yes yknow doesnt matter knows enough usknow tell know lying secrets wouldfinally,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
could,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right honey wed better go wanna catch movie,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
bye,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
actually,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay believe shes attracted,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ohhh oh god oh god knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
phoebe knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Positive
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
whos,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
uhhh phoebe joey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
joey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
rachel wouldve told made promise tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
oh man think,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ahh yes messers become messies,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
kidding,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
know know,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
ugh knew oh cannot believe two,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
couldnt even wanted,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
listen totally getting hand okay wants putlotion,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
shes bluffing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hes backing went get lotion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
joey look look way sooner phoebe breaks chandlerthe sooner open,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
ooh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
first time,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
go back seduce till cracks,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
course,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh youreyoure going,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Positive
kiss first,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
ooh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
well guess theres nothing left us butbut kiss,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
comes first kiss,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay okay okay win win cant sex ya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
im love monica,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
youreyoure,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
just—i thought guys didnt know inlove,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
thats everybody knows,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Positive
well actually ross doesnt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yes wed appreciate one told yet,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
y’know you’re friend’s getting married it’s gottachange things,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
really think would different,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive
could mean pretty soon they’re gonna havingkids they’re gonna hanging couples kidsand maybe they’re gonna leave city near,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Negative
well things change,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive
don’t want move,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
it’ll okay joe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
i’m sorry just…i like things way,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hey whos little naked guy,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
little naked guy would,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
aww look little thing,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
yes yes fine penis grownups,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
people,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
got,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
wow monica look like grandmother old,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
lets see 1939 yeah 24 25,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
ooh looklooklooklooklook got monica naked,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
hey guys,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Positive
what’s going,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well talkin’ guys gettin’ married andhow great,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yeah get,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh that’s sweet,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
finished vows,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
oh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Positive
